"Survived","Age","SibSp","Fare","Cabin","Alone","NameSize","NameCount","Pclass_1","Pclass_2","Sex_female","Embarked_C","Embarked_Q","Title_Miss","Title_Mrs","Title_Other","predict_LR","predict_RF"
"0",18,0,6.75,"0","1",28,4,0,0,1,0,1,1,0,0,0.829507929948284,0.635
"0",23,1,10.5,"0","0",25,4,0,1,0,0,0,0,0,0,0.123663175649652,0.025
"0",10,2.5,27.9,"0","0",28,4,0,0,0,0,0,0,0,1,0.0657282047673249,0.01
"0",21,1,11.5,"0","0",16,3,0,1,0,0,0,0,0,0,0.135933219485041,0.03
"0",21,0,8.05,"0","1",26,4,0,0,0,0,0,0,0,0,0.0791681660673568,0.005
"1",12,2,39,"1","0",28,4,0,1,1,0,0,1,0,0,0.819737745584209,0.945
"0",21,0,7.7958,"0","1",29,4,0,0,0,0,0,0,0,0,0.0791681660673568,0.005
"1",31,1,65.6344,"1","0",23,3,1,0,1,1,0,1,0,0,0.964219737509173,0.965
"0",28,2.5,25.4667,"0","0",23,3,0,0,1,0,0,1,0,0,0.0995763770843921,0.09
"0",22,0,8.05,"0","1",22,4,0,0,0,0,0,0,0,0,0.0752954565453415,0
"1",5,2,19.2583,"0","0",30,4,0,0,1,1,0,1,0,0,0.510906475375169,0.855
"1",28,0,12.65,"0","1",32,6,0,1,1,0,0,0,1,0,0.86954483174157,0.925
"1",45,0,26.55,"0","1",45,7,1,0,0,0,0,0,0,0,0.111176016264276,0.675
"0",31,0,7.75,"0","1",23,3,0,0,0,0,1,0,0,0,0.0475517854300982,0.045
"1",38,1,65.6344,"1","0",28,4,1,0,0,0,0,0,0,0,0.277012452416797,0.365
"1",26,0,7.8542,"0","1",31,4,0,0,1,0,0,1,0,0,0.759023493840987,0.845
"0",23,0,7.05,"0","1",14,3,0,0,0,0,0,0,0,0,0.0715974605384419,0.045
"1",14,1,65.6344,"1","0",25,4,1,0,1,0,0,1,0,0,0.985484199057379,0.945
"0",39,0,13,"0","1",18,3,0,1,0,0,0,0,0,0,0.0708492002678921,0.015
"0",27,0,7.8792,"0","1",19,3,0,0,0,0,0,0,0,0,0.0584249462172016,0
"0",25,1,17.8,"0","0",25,3,0,0,0,0,0,0,0,0,0.0509217431867927,0.025
"1",33,1,27.75,"0","0",39,7,0,1,1,0,0,0,1,0,0.797556338407517,0.945
"0",22,2,31.5,"0","0",28,4,0,1,0,0,0,0,0,0,0.0199412291576361,0.01
"1",29,0,9.5,"0","1",27,4,0,0,0,0,0,0,0,0,0.0527242989656595,0.09
"1",36,0,13,"0","1",16,3,0,1,1,0,0,1,0,0,0.81185818559183,0.97
"1",23,0,63.3583,"1","1",31,4,1,0,0,1,0,0,0,0,0.527480561414091,0.56
"0",28,0,7.8958,"0","1",32,4,0,0,0,0,0,0,0,0,0.0555057789978825,0.005
"0",16,0,8.05,"0","1",28,5,0,0,0,0,0,0,0,0,0.101383451817685,0.11
"0",34,1,14.4,"0","0",25,4,0,0,0,0,0,0,0,0,0.0318495830894329,0.005
"0",21,0,8.05,"0","1",22,4,0,0,0,0,0,0,0,0,0.0791681660673568,0.015
"1",19,0,13,"0","1",23,4,0,1,1,0,0,1,0,0,0.915761367850311,0.97
"0",28,0,7.75,"0","1",24,4,0,0,0,0,1,0,0,0,0.0555057789978825,0.14
"0",24,1,16.1,"0","0",17,3,0,0,0,0,0,0,0,0,0.0536135111585155,0.025
"1",22,0,7.25,"0","1",31,4,0,0,1,0,0,1,0,0,0.796528762704614,0.84
"0",17,1,7.0542,"0","0",25,4,0,0,0,0,0,0,0,0,0.0765345825490425,0.05
"0",35,0,12.35,"0","1",17,3,0,1,0,0,1,0,0,0,0.0865653612063544,0.015
"1",15,0,39,"0","1",25,4,0,1,1,0,0,1,0,0,0.931086974485514,0.995
"0",50,0,8.05,"0","1",24,4,0,0,0,0,0,0,0,0,0.0174657811252294,0.01
"0",24,2,24.15,"0","0",20,4,0,0,0,0,0,0,0,0,0.0076768811847609,0.01
"0",27,1,14.4542,"0","0",18,3,0,0,0,1,0,0,0,0,0.0459174972716188,0.005
"1",42,1,52.5542,"1","0",28,5,1,0,0,0,0,0,0,0,0.23563978893316,0.555
"0",25,0,13,"0","1",42,5,0,1,0,0,0,0,0,0,0.14030020227726,0.075
"0",52,0,13.5,"0","1",26,4,0,1,0,0,0,0,0,0,0.0362537715643905,0
"0",54.5,0,8.05,"0","1",16,3,0,0,0,0,0,0,0,0,0.0137282993072154,0.005
"1",23,0,7.8542,"0","1",24,4,0,0,1,0,0,1,0,0,0.787577951373915,0.915
"0",22,0,7.8958,"0","1",20,3,0,0,0,0,0,0,0,0,0.0752954565453415,0
"0",27,0,7.8542,"0","1",25,4,0,0,0,0,0,0,0,0,0.0584249462172016,0
"0",33,0,7.8542,"0","1",33,5,0,0,0,0,0,0,0,0,0.0428637591402908,0.02
"1",43,0,65.6344,"1","1",53,7,1,0,1,0,0,0,1,0,0.947638410079272,0.975
"0",22,0,9.8375,"0","1",27,4,0,0,1,0,0,1,0,0,0.796528762704614,0.565
"0",9,2.5,27.9,"0","0",18,3,0,0,1,0,0,1,0,0,0.236987825270791,0.115
"1",24,0,13,"1","1",29,4,0,1,1,0,0,1,0,0,0.957198354669125,0.94
"0",20,0,8.6625,"0","1",19,3,0,0,0,0,0,0,0,0,0.0832221360690701,0.015
"1",39,1,65.6344,"1","0",27,4,1,0,1,1,0,1,0,0,0.945787797182044,0.94
"1",28,0,29.7,"1","1",20,3,1,0,0,1,0,0,0,0,0.459657017145278,0.51
"0",32,0,7.925,"0","1",26,4,0,0,0,0,0,0,0,0,0.0451498385358038,0.015
"0",29,1,21,"0","0",31,5,0,1,0,0,0,0,0,0,0.0924318600860704,0.015
"1",31,1,26.25,"0","0",43,6,0,1,1,0,0,0,1,0,0.814541386828428,0.965
"0",14,2.5,39.6875,"0","0",24,4,0,0,0,0,0,0,0,0,0.00489899137837889,0
"1",28,1,22.3583,"1","0",17,3,0,0,1,1,0,1,0,0,0.855403523260963,0.87
"0",22,0,7.225,"0","1",17,3,0,0,0,1,0,0,0,0,0.0752954565453415,0.01
"0",4,2.5,29.125,"0","0",20,3,0,0,0,0,1,0,0,1,0.0888197809417003,0.055
"1",22,0,39.6875,"0","1",44,5,0,0,1,0,0,1,0,0,0.796528762704614,0.785
"1",35,0,65.6344,"1","1",22,4,1,0,0,1,0,0,0,0,0.367679961188271,0.445
"0",19,0,8.05,"0","1",26,4,0,0,0,0,0,0,0,0,0.0874639801633759,0.11
"1",28,1,65.6344,"1","0",44,6,1,0,1,1,0,0,1,0,0.969438523129988,1
"0",28,1,15.5,"0","0",17,3,0,0,0,0,1,0,0,0,0.0435943234717235,0.03
"0",30,0,26,"1","1",24,4,1,0,0,0,0,0,0,0,0.432802480251782,0.085
"0",27,0,7.2292,"1","1",23,3,0,0,0,1,0,0,0,0,0.143475016058982,0.045
"1",27,0,11.1333,"0","1",49,7,0,0,1,0,0,0,1,0,0.748942828492754,0.93
"0",50,1,55.9,"1","0",25,4,1,0,0,0,0,0,0,0,0.166374160834222,0.13
"0",25,0,7.25,"0","1",34,5,0,0,0,0,0,0,0,0,0.0646998595436445,0.035
"0",41,0,20.2125,"0","1",40,5,0,0,1,0,0,0,1,0,0.582261353126485,0.4
"0",28,0,8.05,"0","1",27,4,0,0,0,0,0,0,0,0,0.0555057789978825,0.015
"1",36,0,15.9,"0","1",46,6,0,0,1,0,0,0,1,0,0.646529784154378,0.915
"0",21,0,16.1,"0","1",27,5,0,0,0,0,0,0,0,0,0.0791681660673568,0.015
"0",27,0,7.2292,"0","1",16,3,0,0,0,1,0,0,0,0,0.0584249462172016,0
"1",34,0,26.55,"0","1",27,4,1,0,0,0,0,0,0,0,0.185288502896469,0.34
"0",3,2.5,21.075,"0","0",26,4,0,0,1,0,0,1,0,0,0.300870243393176,0.14
"1",28,1,16.1,"0","0",41,7,0,0,1,0,0,0,1,0,0.686657297253013,0.835
"0",21,0,7.75,"0","1",19,3,0,0,1,0,1,1,0,0,0.8051957033428,0.65
"1",28,0,30.5,"1","1",21,3,1,0,0,0,0,0,0,0,0.459657017145278,0.49
"0",8,2.5,21.075,"0","0",29,4,0,0,1,0,0,1,0,0,0.246955922388053,0.075
"1",18,0,8.05,"0","1",24,4,0,0,0,0,0,0,0,0,0.0919003584239345,0.12
"0",28,0,0,"1","1",16,3,1,0,0,0,0,0,0,0,0.459657017145278,0.08
"0",30,1,24,"0","0",19,3,0,1,0,1,0,0,0,0,0.0879723098120806,0.02
"1",24,0,65.6344,"1","1",30,4,1,0,1,1,0,1,0,0,0.980705930259574,0.995
"0",18,0,11.5,"0","1",24,4,0,1,0,0,0,0,0,0,0.192734416254088,0.02
"0",28,0,8.7125,"0","1",19,3,0,0,0,1,0,0,0,0,0.0555057789978825,0
"0",29,0,30,"1","1",22,4,1,0,0,0,0,0,0,0,0.446190488728877,0.235
"0",28,0,0,"0","1",27,4,0,1,0,0,0,0,0,0,0.121761626453442,0.07
"0",39,0,29.7,"1","1",28,4,1,0,0,1,0,0,0,0,0.318735708227989,0.175
"0",16,0,7.775,"0","1",22,4,0,0,0,0,0,0,0,0,0.101383451817685,0.075
"1",32,0,56.4958,"0","1",15,3,0,0,0,0,0,0,0,0,0.0451498385358038,0.65
"1",38,0,65.6344,"1","1",29,4,1,0,1,1,0,1,0,0,0.959594943478347,0.99
"1",22,0,7.775,"0","1",18,3,0,0,1,0,0,1,0,0,0.796528762704614,0.835
"0",23,2,11.5,"0","0",27,4,0,1,0,0,0,0,0,0,0.0189062686639007,0.01
"1",3,1,41.5792,"0","0",40,6,0,1,1,1,0,1,0,0,0.952647736721797,0.935
"1",45,0,63.3583,"1","1",44,6,1,0,1,1,0,0,1,0,0.941974577365561,0.995
"1",27,0,7.75,"0","1",21,3,0,0,1,0,1,1,0,0,0.748942828492754,0.96
"1",53,2,51.4792,"1","0",45,6,1,0,1,0,0,0,1,0,0.526776401435724,0.99
"0",18,0,65.6344,"0","1",25,4,0,1,0,0,0,0,0,0,0.192734416254088,0.035
"0",27,0,7.8792,"0","1",20,3,0,0,0,0,1,0,0,0,0.0584249462172016,0.005
"0",32,0,8.3625,"0","1",32,4,0,0,0,0,0,0,0,0,0.0451498385358038,0.005
"0",28,0,6.8583,"0","1",15,3,0,0,0,0,1,0,0,0,0.0555057789978825,0.005
"1",29,0,15.2458,"0","1",39,6,0,0,1,1,0,0,1,0,0.727956499813601,0.865
"1",28,0,65.6344,"0","1",23,3,1,0,1,1,0,1,0,0,0.938079363051389,0.935
"1",36,0,65.6344,"1","1",24,4,1,0,1,1,0,1,0,0,0.963605312659704,0.995
"1",3,2.5,31.3875,"0","0",33,5,0,0,0,0,0,0,0,1,0.0933178960920262,0.535
"1",18,0,23,"0","1",19,3,0,1,1,0,0,1,0,0,0.919860525636687,0.97
"1",27,0,25.4667,"0","1",29,4,0,0,1,0,0,0,1,0,0.748942828492754,0.905
"0",17,0,7.125,"0","1",26,4,0,0,0,0,0,0,0,0,0.0965379547702998,0.08
"0",30,1,24.15,"0","0",52,8,0,0,1,0,0,0,1,0,0.662808522079516,0.595
"0",10,2.5,29.125,"0","0",20,3,0,0,0,0,1,0,0,1,0.0657282047673249,0.03
"0",39,1,31.275,"0","0",57,7,0,0,1,0,0,0,1,0,0.546533267196539,0.445
"1",28,0,7.225,"0","1",23,3,0,0,1,1,0,0,1,0,0.738585700238359,0.885
"1",33,0,26,"0","1",45,6,0,1,1,0,0,0,1,0,0.835508777030381,0.995
"0",18,1,7.8542,"0","0",22,4,0,0,0,0,0,0,0,0,0.0727805190653461,0.09
"0",54.5,0,32.3208,"1","1",21,3,1,0,0,0,0,0,0,0,0.167697583380737,0.165
"0",28,0,8.05,"0","1",21,3,0,0,0,0,0,0,0,0,0.0555057789978825,0
"0",24,0,9.5,"0","1",22,4,0,0,0,0,0,0,0,0,0.0680677156092109,0.01
"0",20,0,7.25,"0","1",31,5,0,0,0,0,0,0,0,0,0.0832221360690701,0
"0",42,0,8.4042,"0","1",32,5,0,0,0,0,0,0,0,0,0.0267246422099019,0.01
"1",16,0,7.7333,"0","1",32,4,0,0,1,0,1,1,0,0,0.844335454776523,0.99
"0",40,0,7.225,"0","1",17,3,0,0,0,1,0,0,0,0,0.0297023036053561,0
"0",30,0,7.225,"0","1",20,3,0,0,0,1,0,0,0,0,0.0500748133620075,0.01
"0",19,0,0,"0","1",31,5,0,0,0,0,0,0,0,0,0.0874639801633759,0.07
"1",24,0,65.6344,"1","1",29,4,1,0,1,1,0,0,1,0,0.980705930259574,0.94
"1",54,1,23,"0","0",37,5,0,1,1,0,0,0,1,0,0.55717705018169,0.77
"0",28,0,7.8958,"0","1",22,3,0,0,0,0,0,0,0,0,0.0555057789978825,0.005
"0",28,0,7.25,"0","1",22,4,0,0,0,0,0,0,0,0,0.0555057789978825,0.02
"0",27,1,14.4583,"0","0",17,3,0,0,0,1,0,0,0,0,0.0459174972716188,0.015
"0",29,1,10.4625,"1","0",42,6,0,0,1,0,0,0,1,0,0.84855020216897,0.39
"1",27,0,7.75,"0","1",22,3,0,0,1,0,1,1,0,0,0.748942828492754,0.98
"1",14,1,11.2417,"0","0",27,3,0,0,1,1,0,1,0,0,0.824256523538187,0.72
"0",28,0,56.4958,"0","1",12,3,0,0,0,0,0,0,0,0,0.0555057789978825,0.515
"1",20,1,7.925,"0","0",27,4,0,0,0,0,0,0,0,0,0.0657770188747076,0.335
"0",40,1,27.9,"0","0",18,3,0,0,0,0,0,0,0,0,0.0231922628083322,0.005
"0",28,0,0,"0","1",30,4,0,1,0,0,0,0,0,0,0.121761626453442,0.03
"1",42,0,13,"0","1",24,3,0,1,1,0,0,0,1,0,0.756948473132768,0.955
"1",6,1,15.2458,"0","0",20,3,0,0,0,1,0,0,0,1,0.634053051946602,0.8
"1",2.5,2,39,"1","0",25,4,0,1,0,0,0,0,0,1,0.645721865328958,0.81
"1",28,0,30,"1","1",27,4,1,0,0,0,0,0,0,0,0.459657017145278,0.515
"0",28,1,19.9667,"0","0",36,5,0,0,0,0,0,0,0,0,0.0435943234717235,0.035
"0",19,0,10.5,"0","1",31,4,0,1,0,0,0,0,0,0,0.184418927928191,0.06
"0",27,2,23.25,"0","0",19,3,0,0,1,0,1,1,0,0,0.240106390058825,0.465
"0",20,0,7.8542,"0","1",26,4,0,0,0,0,0,0,0,0,0.0832221360690701,0
"0",28,0,7.75,"0","1",18,3,0,0,1,0,1,1,0,0,0.738585700238359,0.635
"0",54.5,0,7.25,"0","1",17,3,0,0,0,0,0,0,0,0,0.0137282993072154,0
"0",22,0,65.6344,"0","1",19,3,1,0,0,1,0,0,0,0,0.303919155754157,0.08
"0",26,0,7.775,"0","1",38,5,0,0,0,0,0,0,0,0,0.0614876439961697,0.04
"1",4,0,13.4167,"0","1",18,3,0,0,1,1,0,1,0,0,0.912381210425085,0.84
"0",27,1,14.4542,"0","0",19,3,0,0,0,1,0,0,0,0,0.0459174972716188,0
"0",41,0,30.5,"1","1",23,4,1,0,0,0,0,0,0,0,0.295610093031698,0.04
"0",35,0,10.5,"0","1",25,4,0,1,0,0,0,0,0,0,0.0865653612063544,0.01
"1",25,1,30,"0","0",27,4,0,1,1,0,0,1,0,0,0.858865796214672,0.93
"0",28,0,25.925,"0","1",19,4,1,0,0,0,0,0,0,0,0.239611244773225,0.02
"0",28,0,8.05,"0","1",24,4,0,0,0,0,0,0,0,0,0.0555057789978825,0.005
"0",18,1,14.4542,"0","0",27,3,0,0,0,1,0,0,0,0,0.0727805190653461,0.09
"0",30,0,8.05,"0","1",15,3,0,0,0,0,0,0,0,0,0.0500748133620075,0.01
"1",18,0,65.6344,"1","1",19,3,1,0,1,0,0,1,0,0,0.985999776247241,0.965
"0",54,0,26,"0","1",26,4,0,1,0,0,0,0,0,0,0.0326414189876755,0
"0",37,1,53.1,"1","0",27,4,1,0,0,0,0,0,0,0,0.288028548106981,0.265
"0",21,0,61.3792,"0","1",31,5,1,0,0,1,0,0,0,0,0.315538271326403,0.13
"0",27,0,12.875,"0","1",30,4,0,1,0,0,0,0,0,0,0.127694225744811,0.015
"0",27,0,6.4375,"0","1",16,3,0,0,0,1,0,0,0,0,0.0584249462172016,0.01
"0",38,2.5,7.775,"0","0",38,5,0,0,1,0,0,1,0,0,0.0603439260448996,0.16
"0",25,0,7.225,"0","1",16,3,0,0,0,1,0,0,0,0,0.0646998595436445,0.005
"1",28,0,22.3583,"0","1",38,5,0,0,1,1,0,0,1,0,0.738585700238359,0.9
"0",30,0,8.05,"0","1",29,4,0,0,0,0,0,0,0,0,0.0500748133620075,0.005
"0",25,0,7.65,"1","1",29,4,0,0,0,0,0,0,0,0,0.157357841917311,0.115
"0",40,1,31.3875,"0","0",42,6,0,0,0,0,0,0,0,0,0.0231922628083322,0.1
"0",9,0,3.1708,"0","1",25,4,0,0,0,0,0,0,0,1,0.654907855584429,0.2
"0",20,0,7.05,"0","1",30,4,0,0,0,0,0,0,0,0,0.0832221360690701,0.04
"0",27,0,7.775,"0","1",18,3,0,0,0,0,0,0,0,0,0.0584249462172016,0
"0",47,0,9,"0","1",27,4,0,0,0,0,0,0,0,0,0.0204955780245112,0.005
"1",28,1,24.15,"0","0",19,3,0,0,1,0,1,1,0,0,0.686657297253013,0.77
"1",29,0,7.75,"0","1",24,4,0,0,0,0,1,0,0,0,0.0527242989656595,0.195
"0",28,0,52,"1","1",27,4,1,0,0,0,0,0,0,0,0.459657017145278,0.315
"1",29,1,26,"0","0",40,6,0,1,1,0,0,0,1,0,0.830404415435827,0.955
"0",31,0,28.5375,"1","1",31,5,1,0,0,1,0,0,0,0,0.41951188537038,0.215
"0",27,0,7.75,"0","1",15,3,0,0,0,0,1,0,0,0,0.0584249462172016,0.005
"0",27,0,7.8958,"0","1",13,3,0,0,0,0,0,0,0,0,0.0584249462172016,0.07
"1",25,1,7.775,"0","0",24,4,0,0,0,0,0,0,0,0,0.0509217431867927,0.26
"0",39,0,13.4167,"0","1",16,3,0,0,0,1,0,0,0,0,0.0313093967460663,0.005
"0",31,2.5,18,"0","0",25,4,0,0,0,0,0,0,0,0,0.00195036315200769,0.005
"0",51,0,61.3792,"0","1",27,4,1,0,0,1,0,0,0,0,0.0828003794822868,0.055
"0",44,0,16.1,"0","1",24,4,0,0,0,0,0,0,0,0,0.0240380966205651,0
"0",28,0,7.75,"0","1",18,3,0,0,1,0,1,1,0,0,0.738585700238359,0.635
"0",28,0,8.05,"0","1",29,4,0,0,0,0,0,0,0,0,0.0555057789978825,0
"0",49,1,65,"0","0",18,3,0,1,0,0,0,0,0,0,0.0332037991968565,0.04
"0",23,0,13,"0","1",28,4,0,1,0,0,0,0,0,0,0.153931037606136,0.01
"0",26,0,7.775,"0","1",27,4,0,0,0,0,0,0,0,0,0.0614876439961697,0.01
"0",26,0,7.8958,"0","1",25,3,0,0,0,0,0,0,0,0,0.0614876439961697,0.01
"0",28,0,7.225,"0","1",18,3,0,0,0,1,0,0,0,0,0.0555057789978825,0
"1",30,0,13,"0","1",37,6,0,1,1,0,0,0,1,0,0.856711066909282,0.915
"0",54.5,1,65.6344,"1","0",17,3,1,0,0,0,0,0,0,0,0.135155191292686,0.065
"0",29,0,7.925,"0","1",25,4,0,0,0,0,0,0,0,0,0.0527242989656595,0.015
"1",24,0,7.75,"0","1",25,4,0,0,1,0,1,1,0,0,0.7783429615122,0.985
"0",29,1,26,"0","0",29,4,0,1,0,0,0,0,0,0,0.0924318600860704,0.005
"1",3,1,18.75,"0","0",30,4,0,1,0,0,0,0,0,1,0.827927238752606,0.9
"0",28,0,14.5,"0","1",24,4,0,0,0,0,0,0,0,0,0.0555057789978825,0.01
"0",28,0,10.5,"0","1",28,4,0,1,0,0,0,0,0,0,0.121761626453442,0.045
"1",19,1,7.8542,"0","0",47,5,0,0,1,0,0,1,0,0,0.781375428195186,0.765
"0",54.5,0,26,"0","1",28,4,1,0,0,0,0,0,0,0,0.0694530123751449,0.035
"0",28,0,7.8958,"0","1",18,3,0,0,0,0,0,0,0,0,0.0555057789978825,0
"1",18,0,7.4958,"0","1",25,4,0,0,1,0,0,1,0,0,0.829507929948284,0.905
"0",37,0,9.5875,"0","1",30,4,0,0,1,0,0,1,0,0,0.63401232018707,0.435
"1",20,1,15.7417,"0","0",16,3,0,0,0,1,0,0,0,0,0.0657770188747076,0.395
"0",28,0,15.1,"0","1",31,4,0,0,0,0,0,0,0,0,0.0555057789978825,0.02
"0",14,1,14.4542,"0","0",20,3,0,0,1,1,0,1,0,0,0.824256523538187,0.34
"0",35,0,7.8958,"0","1",18,3,0,0,0,1,0,0,0,0,0.0386191748581569,0
"1",6,0,12.475,"1","1",19,3,0,0,0,0,0,0,0,1,0.857762076228165,0.71
"1",2.5,2,19.2583,"0","0",29,4,0,0,1,1,0,1,0,0,0.544757657903626,0.855
"1",2.5,0,37.0042,"0","1",21,3,0,1,0,1,0,0,0,1,0.864394147187534,0.825
"1",2.5,1,26,"0","0",24,4,0,1,1,0,0,1,0,0,0.953858661456935,0.94
"0",31,0,10.5,"0","1",38,5,0,1,0,0,0,0,0,0,0.105372402372897,0.03
"0",28,0,7.75,"0","1",16,3,0,0,0,0,1,0,0,0,0.0555057789978825,0
"0",18,0,11.5,"0","1",26,4,0,1,0,0,0,0,0,0,0.192734416254088,0.02
"0",28,0,7.2292,"0","1",19,3,0,0,0,1,0,0,0,0,0.0555057789978825,0
"0",36,1,24.15,"0","0",27,5,0,0,0,0,0,0,0,0,0.0286630155574975,0.02
"1",38,1,31.3875,"0","0",57,8,0,0,1,0,0,0,1,0,0.559966128705612,0.695
"0",50,1,65.6344,"1","0",26,4,1,0,0,1,0,0,0,0,0.166374160834222,0.105
"0",30,0,13,"0","1",27,4,0,1,0,0,0,0,0,0,0.110607037292696,0
"0",49,0,0,"1","1",23,4,1,0,0,0,0,0,0,0,0.213643533852703,0.01
"0",28,2.5,65.6344,"0","0",24,4,0,0,0,0,0,0,0,0,0.00229498018814858,0.015
"1",22,1,12.2875,"0","0",44,6,0,0,1,0,0,0,1,0,0.752249486600927,0.84
"1",51,0,39.4,"1","1",46,7,1,0,1,0,0,0,1,0,0.921361357744993,0.97
"0",28,1,14.4583,"0","0",32,5,0,0,1,1,0,0,1,0,0.686657297253013,0.38
"1",19,1,26,"0","0",33,5,0,1,1,0,0,0,1,0,0.893975615357169,0.84
"0",27,0,8.05,"0","1",16,3,0,0,0,0,0,0,0,0,0.0584249462172016,0
"1",20,0,7.2292,"0","1",21,4,0,0,0,1,0,0,0,0,0.0832221360690701,0.36
"0",36,1,27.75,"0","0",21,4,0,1,0,0,0,0,0,0,0.065085323252388,0
"0",31,0,7.7333,"0","1",24,4,0,0,0,0,1,0,0,0,0.0475517854300982,0.105
"0",27,0,8.7125,"0","1",32,5,0,0,0,0,0,0,0,0,0.0584249462172016,0
"0",30,0,13,"0","1",18,3,0,1,0,0,0,0,0,0,0.110607037292696,0.005
"0",18,0,7.75,"0","1",28,4,0,0,0,0,0,0,0,0,0.0919003584239345,0.035
"0",27,0,8.05,"0","1",19,3,0,0,0,0,0,0,0,0,0.0584249462172016,0
"0",18,0,7.775,"0","1",31,4,0,0,1,0,0,1,0,0,0.829507929948284,0.77
"0",40,0,0,"1","1",21,3,1,0,0,0,0,0,0,0,0.307051671340168,0.055
"1",48,1,65,"0","0",32,5,0,1,1,0,0,0,1,0,0.635485043730996,0.83
"1",23,2.5,65.6344,"1","0",26,4,1,0,1,0,0,1,0,0,0.677488802662759,0.85
"0",29,0,13.8583,"0","1",29,5,0,1,0,1,0,0,0,0,0.116067977915369,0.01
"0",28,2.5,65.6344,"0","0",26,4,0,0,0,0,0,0,0,1,0.0257668187610018,0.02
"1",50,0,10.5,"0","1",20,3,0,1,1,0,0,1,0,0,0.668456238610367,0.955
"1",32,0,65.6344,"1","1",21,3,1,0,1,1,0,1,0,0,0.970506960000112,0.995
"0",19,0,10.5,"0","1",26,4,0,1,0,0,0,0,0,0,0.184418927928191,0.09
"1",53,0,28.5,"1","1",25,4,1,0,0,1,0,0,0,1,0.715380980500468,0.515
"0",41,0,39.6875,"0","1",38,6,0,0,1,0,0,0,1,0,0.582261353126485,0.36
"0",28,0,8.05,"0","1",24,4,0,0,0,0,0,0,0,0,0.0555057789978825,0.005
"0",28,0,9.5,"0","1",30,5,0,0,0,0,0,0,0,0,0.0555057789978825,0.01
"1",23,0,8.05,"0","1",21,3,0,0,1,0,0,1,0,0,0.787577951373915,0.835
"0",52,1,65.6344,"1","0",17,3,1,0,0,0,0,0,0,0,0.151839211630483,0.09
"0",42,0,26.55,"0","1",53,7,1,0,0,0,0,0,0,0,0.128338420010748,0.41
"0",27,0,10.7083,"0","1",21,4,0,1,0,0,1,0,0,0,0.127694225744811,0.02
"0",42,0,8.6625,"0","1",16,3,0,0,0,0,0,0,0,0,0.0267246422099019,0
"0",19,1,53.1,"1","0",25,4,1,0,0,0,0,0,0,0,0.518328191541312,0.185
"0",42,0,26.55,"1","1",24,4,1,0,0,0,0,0,0,0,0.284419866452018,0.065
"0",44,0,8.05,"0","1",16,3,0,0,0,0,0,0,0,0,0.0240380966205651,0.005
"1",25,1,55.4417,"1","0",44,6,1,0,1,1,0,0,1,0,0.973916705895894,1
"1",27,0,7.75,"0","1",22,3,0,0,1,0,1,1,0,0,0.748942828492754,0.98
"1",35,0,65.6344,"0","1",16,3,1,0,1,1,0,1,0,0,0.911937266986776,0.965
"0",32,0,10.5,"0","1",26,4,0,1,0,0,0,0,0,0,0.100357549818413,0.005
"1",31,0,21,"0","1",44,7,0,1,1,0,0,0,1,0,0.849908844538171,0.965
"1",33,0,65.6344,"1","1",56,8,1,0,1,0,0,0,0,1,0.99721712313207,0.945
"0",26,0,13,"0","1",19,3,0,1,0,0,0,0,0,0,0.133871818237804,0.005
"0",28,0,7.8958,"0","1",17,3,0,0,0,0,0,0,0,0,0.0555057789978825,0
"1",21,0,21,"0","1",36,5,0,1,1,0,0,1,0,0,0.90698790157927,0.885
"0",18,0,8.3,"0","1",22,4,0,0,0,0,0,0,0,0,0.0919003584239345,0.035
"1",49,1,56.9292,"1","0",44,7,1,0,0,1,0,0,0,1,0.707852355717579,0.79
"0",27,0,13,"0","1",20,4,0,1,0,0,0,0,0,0,0.127694225744811,0.01
"0",28,0,7.25,"0","1",17,3,0,0,0,0,0,0,0,0,0.0555057789978825,0
"0",22,2,8.6625,"0","0",17,3,0,0,1,0,0,1,0,0,0.293107390429437,0.23
"0",27,1,14.5,"0","0",35,5,0,0,0,0,0,0,0,1,0.356237193927855,0.125
"1",49,0,25.9292,"1","1",27,4,1,0,1,0,0,0,0,1,0.993385549240444,0.83
"1",27,0,7.75,"0","1",23,3,0,0,1,0,1,1,0,0,0.748942828492754,0.975
"1",28,1,15.5,"0","0",47,6,0,0,1,0,1,0,1,0,0.686657297253013,0.83
"0",22,0,7.5208,"0","1",25,4,0,0,0,0,0,0,0,0,0.0752954565453415,0.03
"0",21,0,7.8542,"0","1",29,4,0,0,0,0,0,0,0,0,0.0791681660673568,0
"1",16,0,57.9792,"1","1",28,4,1,0,1,1,0,1,0,0,0.987423704067291,0.985
"0",28,0,7.8958,"0","1",18,3,0,0,0,0,0,0,0,0,0.0555057789978825,0
"0",33,0,7.8958,"0","1",18,3,0,0,0,0,0,0,0,0,0.0428637591402908,0
"1",9,1,15.9,"0","0",37,5,0,0,0,0,0,0,0,1,0.595461610563816,0.62
"0",43,1,46.9,"0","0",39,5,0,0,1,0,0,0,1,0,0.492317597149081,0.26
"0",24,0,8.05,"0","1",22,3,0,0,0,0,0,0,0,0,0.0680677156092109,0
"0",29,0,7.775,"0","1",24,4,0,0,0,0,0,0,0,0,0.0527242989656595,0.005
